Department,Category,Condition Group,Sales Week,Net Item Revenue (Fulfilled),Net Items (Fulfilled),Gross Orders (Fulfilled),Net Sell Through Items (Week),MSRP of Sold Items,Avg. Item Age When Sold,Avg. Item Age EOW,EOW Inventory For Sale $,EOW Inventory For Sale Items,MSRP of EOW Inventory,,,,,,,,,,,,#REF!
Kids Storage,Boxes,OK,11/4/2018,$69,$2,3,3.30%,$153,80.542,102.76,"$2,856",59,"$5,769",,,,,,,,,,,,#REF!
Kids Storage,Boxes,OK,10/28/2018,$108,$2,1,3.20%,$240,98.56,99.89,"$2,929",61,"$5,918",,,,,,,,,,,,#REF!
Kids Storage,Boxes,OK,10/21/2018,$62,$1,2,1.60%,$138,57.442,96.04,"$2,962",62,"$5,984",,,,,,,,,,,,#REF!
Kids Storage,Boxes,OK,10/14/2018,$78,$1,1,1.60%,$173,18.865,90.65,"$2,974",62,"$6,009",,,,,,,,,,,,#REF!
Kids Storage,Boxes,OK,10/7/2018,$98,$2,2,3.10%,$218,77.385,84.77,"$3,001",62,"$6,062",,,,,,,,,,,,#REF!
Kids Storage,Bags,Perfect,1/13/2019,$71,$2,3,11.80%,$104,108.57,96.11,$910,15,"$1,672",,,,,,,,,,,,#REF!
Kids Storage,Bags,Perfect,1/6/2019,$132,$2,4,13.30%,$194,91.322,142.17,$816,13,"$1,500",,,,,,,,,,,,#REF!
Kids Storage,Bags,Perfect,12/30/2018,$430,$6,6,28.60%,$632,44.891,74.76,$972,15,"$1,788",,,,,,,,,,,,#REF!
Kids Storage,Bags,Perfect,12/23/2018,$210,$3,4,16.70%,$309,4.543,69.51,$986,15,"$1,812",,,,,,,,,,,,#REF!
Kids Storage,Bags,Perfect,12/16/2018,$56,$1,2,6.70%,$82,16.863,92.96,$952,14,"$1,749",,,,,,,,,,,,#REF!
Kids Storage,Bags,Perfect,12/9/2018,$307,$6,7,31.60%,$451,230.307,136.08,$848,13,"$1,559",,,,,,,,,,,,#REF!
Kids Storage,Bags,Perfect,12/2/2018,$179,$3,3,13.60%,$263,81.928,134.47,"$1,143",19,"$2,101",,,,,,,,,,,,#REF!
Kids Storage,Bags,Perfect,11/25/2018,$49,$1,1,4.80%,$72,15.785,131.18,"$1,224",20,"$2,251",,,,,,,,,,,,#REF!
Kids Storage,Bags,Perfect,11/18/2018,-$49,-$1,0,-5.60%,-$72,0,142.94,"$1,150",19,"$2,113",,,,,,,,,,,,#REF!
Kids Storage,Bags,Perfect,11/11/2018,$228,$4,5,18.20%,$335,8.239,121.17,"$1,095",18,"$2,012",,,,,,,,,,,,#REF!
Kids Storage,Bags,Perfect,11/4/2018,$42,$1,2,5.00%,$62,106.645,115.99,"$1,137",19,"$2,091",,,,,,,,,,,,#REF!
Kids Storage,Bags,Perfect,10/28/2018,$120,$2,2,12.50%,$176,11.55,150.78,$810,14,"$1,488",,,,,,,,,,,,#REF!
Kids Storage,Bags,Perfect,10/21/2018,$195,$3,4,17.60%,$287,36.498,139.16,$761,14,"$1,399",,,,,,,,,,,,#REF!
Kids Storage,Bags,Perfect,10/14/2018,$263,$5,5,22.70%,$387,70.455,136.64,$985,17,"$1,810",,,,,,,,,,,,#REF!
Kids Storage,Bags,Perfect,10/7/2018,$362,$5,5,21.70%,$532,6.314,120.47,"$1,019",18,"$1,872",,,,,,,,,,,,#REF!
Kids Storage,Bags,Great,1/13/2019,$346,$5,5,45.50%,$509,59.598,96.67,$322,6,$592,,,,,,,,,,,,#REF!
Kids Storage,Bags,Great,1/6/2019,$361,$6,7,37.50%,$531,23.177,70.84,$633,10,"$1,163",,,,,,,,,,,,#REF!
Kids Storage,Bags,Great,12/30/2018,$642,$11,11,42.30%,$944,28.567,49.21,$992,15,"$1,824",,,,,,,,,,,,#REF!
Kids Storage,Bags,Great,12/23/2018,$831,$13,12,37.10%,"$1,222",1.617,32.13,"$1,348",22,"$2,477",,,,,,,,,,,,#REF!
Kids Storage,Bags,Great,12/16/2018,$96,$2,2,10.50%,$141,191.73,95.97,"$1,144",17,"$2,103",,,,,,,,,,,,#REF!
Kids Storage,Bags,Great,12/9/2018,$130,$2,3,15.40%,$191,197.197,152.39,$685,11,"$1,260",,,,,,,,,,,,#REF!
Kids Storage,Bags,Great,12/2/2018,$16,$0,1,0.00%,$24,68.068,128.59,$754,12,"$1,385",,,,,,,,,,,,#REF!
Kids Storage,Bags,Great,11/25/2018,-$5,$0,2,0.00%,-$7,88.088,118.51,$671,11,"$1,233",,,,,,,,,,,,#REF!
Kids Storage,Bags,Great,11/18/2018,-$37,$0,1,0.00%,-$54,284.823,145.95,$733,12,"$1,347",,,,,,,,,,,,#REF!
Kids Storage,Bags,Great,11/11/2018,$128,$2,2,14.30%,$188,35.497,133.63,$694,12,"$1,276",,,,,,,,,,,,#REF!
Kids Storage,Bags,Great,11/4/2018,$16,$0,2,0.00%,$24,36.883,114.31,$756,13,"$1,389",,,,,,,,,,,,#REF!
Kids Storage,Bags,Great,10/28/2018,$168,$2,3,13.30%,$247,9.394,107.17,$745,13,"$1,369",,,,,,,,,,,,#REF!
Kids Storage,Bags,Great,10/21/2018,$126,$2,2,12.50%,$185,19.943,102.13,$832,14,"$1,529",,,,,,,,,,,,#REF!
Kids Storage,Bags,Great,10/14/2018,$173,$3,3,15.80%,$254,7.238,90.51,$932,16,"$1,713",,,,,,,,,,,,#REF!
Kids Storage,Bags,Great,10/7/2018,$318,$5,6,25.00%,$468,8.085,64.54,$873,15,"$1,606",,,,,,,,,,,,#REF!
Kids Storage,Bags,OK,1/13/2019,$67,$1,1,20.00%,$99,0.231,250.11,$178,4,$328,,,,,,,,,,,,#REF!
Kids Storage,Bags,OK,1/6/2019,$119,$3,3,42.90%,$175,63.525,175.42,$178,4,$328,,,,,,,,,,,,#REF!
Kids Storage,Bags,OK,12/30/2018,$187,$4,4,36.40%,$275,3.465,126.56,$308,7,$566,,,,,,,,,,,,#REF!
Kids Storage,Bags,OK,12/23/2018,$176,$4,4,28.60%,$259,0.77,90.16,$462,10,$849,,,,,,,,,,,,#REF!
Kids Storage,Bags,OK,12/16/2018,$142,$2,2,25.00%,$209,31.955,196.07,$295,6,$542,,,,,,,,,,,,#REF!
Kids Storage,Bags,OK,12/9/2018,$0,$0,0,0.00%,$0,0,224,$307,6,$564,,,,,,,,,,,,#REF!
Kids Storage,Bags,OK,12/2/2018,$0,$0,0,0.00%,$0,0,263.41,$230,5,$423,,,,,,,,,,,,#REF!
Kids Storage,Bags,OK,11/25/2018,$0,$0,0,0.00%,$0,0,258.51,$230,5,$423,,,,,,,,,,,,#REF!
Kids Storage,Bags,OK,11/18/2018,$0,$0,0,0.00%,$0,0,253.61,$230,5,$423,,,,,,,,,,,,#REF!
Kids Storage,Bags,OK,11/11/2018,$0,$0,0,0.00%,$0,0,248.71,$230,5,$423,,,,,,,,,,,,#REF!
Kids Storage,Bags,OK,11/4/2018,-$4,$0,1,0.00%,-$6,105.721,191.59,$167,4,$307,,,,,,,,,,,,#REF!
Kids Storage,Bags,OK,10/28/2018,-$7,$0,1,0.00%,-$10,11.627,166.74,$222,5,$408,,,,,,,,,,,,#REF!
Kids Storage,Bags,OK,10/21/2018,$63,$1,1,16.70%,$93,3.927,183.05,$222,5,$408,,,,,,,,,,,,#REF!
Kids Storage,Bags,OK,10/14/2018,$108,$2,2,25.00%,$159,9.471,157.36,$278,6,$512,,,,,,,,,,,,#REF!
Kids Storage,Bags,OK,10/7/2018,$146,$2,3,22.20%,$215,7.623,97.65,$329,7,$605,,,,,,,,,,,,#REF!
Kids Storage,Shelves,Perfect,1/13/2019,$807,$14,14,8.00%,"$1,754",123.816,150.22,"$11,505",161,"$22,737",,,,,,,,,,,,#REF!
Kids Storage,Shelves,Perfect,1/6/2019,"$1,200",$19,23,10.30%,"$2,609",96.866,141.89,"$11,750",166,"$23,222",,,,,,,,,,,,#REF!
Kids Storage,Shelves,Perfect,12/30/2018,"$1,034",$16,16,7.90%,"$2,248",69.685,135.73,"$13,269",187,"$26,224",,,,,,,,,,,,#REF!
Kids Storage,Shelves,Perfect,12/23/2018,$894,$15,17,7.00%,"$1,943",107.107,130.13,"$14,077",200,"$27,820",,,,,,,,,,,,#REF!
Kids Storage,Shelves,Perfect,12/16/2018,$925,$14,14,6.60%,"$2,011",132.671,135.59,"$13,901",198,"$27,472",,,,,,,,,,,,#REF!
Kids Storage,Shelves,Perfect,12/9/2018,"$1,149",$17,23,7.90%,"$2,498",143.297,136.64,"$13,707",197,"$27,089",,,,,,,,,,,,#REF!
Kids Storage,Shelves,Perfect,12/2/2018,$663,$10,14,4.60%,"$1,441",136.829,138.53,"$14,389",209,"$28,437",,,,,,,,,,,,#REF!
Kids Storage,Shelves,Perfect,11/25/2018,$856,$13,13,6.00%,"$1,861",195.734,140.84,"$13,974",205,"$27,617",,,,,,,,,,,,#REF!
Kids Storage,Shelves,Perfect,11/18/2018,"$1,179",$17,17,7.50%,"$2,563",143.682,143.85,"$14,135",209,"$27,935",,,,,,,,,,,,#REF!
Kids Storage,Shelves,Perfect,11/11/2018,"$1,309",$19,19,7.80%,"$2,846",103.95,135.94,"$15,088",224,"$29,817",,,,,,,,,,,,#REF!
Kids Storage,Shelves,Perfect,11/4/2018,"$1,163",$18,23,7.30%,"$2,528",78.54,132.23,"$15,368",229,"$30,372",,,,,,,,,,,,#REF!
Kids Storage,Shelves,Perfect,10/28/2018,"$1,074",$16,22,6.20%,"$2,335",100.023,128.52,"$16,281",242,"$32,176",,,,,,,,,,,,#REF!
Kids Storage,Shelves,Perfect,10/21/2018,$920,$14,14,5.30%,"$2,000",65.758,126.77,"$16,631",248,"$32,867",,,,,,,,,,,,#REF!
Kids Storage,Shelves,Perfect,10/14/2018,$919,$14,17,5.30%,"$1,998",84.777,125.65,"$16,773",251,"$33,148",,,,,,,,,,,,#REF!
Kids Storage,Shelves,Perfect,10/7/2018,"$1,508",$24,26,9.10%,"$3,278",99.022,127.75,"$15,941",241,"$31,504",,,,,,,,,,,,#REF!
Kids Storage,Shelves,Great,1/13/2019,$932,$16,21,9.80%,"$2,026",123.662,126.28,"$9,293",147,"$18,365",,,,,,,,,,,,#REF!
Kids Storage,Shelves,Great,1/6/2019,"$1,691",$29,31,15.00%,"$3,676",84.777,114.87,"$10,402",164,"$20,557",,,,,,,,,,,,#REF!
Kids Storage,Shelves,Great,12/30/2018,$939,$15,17,7.30%,"$2,041",55.517,107.17,"$12,169",191,"$24,050",,,,,,,,,,,,#REF!
Kids Storage,Shelves,Great,12/23/2018,$901,$15,16,7.40%,"$1,959",81.389,107.59,"$11,903",187,"$23,524",,,,,,,,,,,,#REF!
Kids Storage,Shelves,Great,12/16/2018,$708,$11,12,6.10%,"$1,539",190.421,128.38,"$10,760",168,"$21,265",,,,,,,,,,,,#REF!
Kids Storage,Shelves,Great,12/9/2018,$830,$13,15,7.60%,"$1,804",119.735,134.05,"$10,079",158,"$19,920",,,,,,,,,,,,#REF!
Kids Storage,Shelves,Great,12/2/2018,"$1,318",$20,22,10.30%,"$2,865",134.673,130.9,"$11,059",174,"$21,857",,,,,,,,,,,,#REF!
Kids Storage,Shelves,Great,11/25/2018,$981,$16,16,7.80%,"$2,133",104.335,127.19,"$12,076",190,"$23,865",,,,,,,,,,,,#REF!
Kids Storage,Shelves,Great,11/18/2018,$913,$14,14,6.50%,"$1,985",81.235,121.94,"$12,739",201,"$25,176",,,,,,,,,,,,#REF!
Kids Storage,Shelves,Great,11/11/2018,$506,$9,11,4.00%,"$1,100",144.375,115.92,"$13,706",216,"$27,087",,,,,,,,,,,,#REF!
Kids Storage,Shelves,Great,11/4/2018,"$1,154",$20,20,8.30%,"$2,509",77.539,110.88,"$13,941",221,"$27,552",,,,,,,,,,,,#REF!
Kids Storage,Shelves,Great,10/28/2018,$600,$9,13,3.70%,"$1,304",83.468,104.72,"$14,553",233,"$28,761",,,,,,,,,,,,#REF!
Kids Storage,Shelves,Great,10/21/2018,$937,$15,16,5.90%,"$2,037",62.293,100.45,"$14,887",238,"$29,422",,,,,,,,,,,,#REF!
Kids Storage,Shelves,Great,10/14/2018,"$1,368",$21,23,7.70%,"$2,974",51.898,94.15,"$15,770",251,"$31,165",,,,,,,,,,,,#REF!
Kids Storage,Shelves,Great,10/7/2018,"$1,828",$30,29,10.20%,"$3,974",102.102,88.9,"$16,625",264,"$32,857",,,,,,,,,,,,#REF!
Kids Storage,Shelves,OK,1/13/2019,$222,$5,6,6.50%,$483,167.244,108.43,"$4,278",72,"$8,454",,,,,,,,,,,,#REF!
Kids Storage,Shelves,OK,1/6/2019,$266,$5,7,6.10%,$578,27.104,101.43,"$4,530",77,"$8,952",,,,,,,,,,,,#REF!
Kids Storage,Shelves,OK,12/30/2018,$263,$5,6,5.70%,$572,120.351,97.23,"$4,835",82,"$9,554",,,,,,,,,,,,#REF!
Kids Storage,Shelves,OK,12/23/2018,$157,$3,3,3.60%,$341,82.005,90.58,"$4,770",81,"$9,426",,,,,,,,,,,,#REF!
Kids Storage,Shelves,OK,12/16/2018,$165,$3,4,3.90%,$359,146.993,109.34,"$4,364",74,"$8,624",,,,,,,,,,,,#REF!
Kids Storage,Shelves,OK,12/9/2018,$342,$6,6,8.10%,$743,184.569,118.51,"$4,052",68,"$8,009",,,,,,,,,,,,#REF!
Kids Storage,Shelves,OK,12/2/2018,$309,$5,4,6.30%,$672,176.484,118.37,"$4,346",74,"$8,589",,,,,,,,,,,,#REF!
Kids Storage,Shelves,OK,11/25/2018,$315,$5,5,6.00%,$685,63.602,110.46,"$4,634",79,"$9,159",,,,,,,,,,,,#REF!
Kids Storage,Shelves,OK,11/18/2018,$4,$0,1,0.00%,$9,117.887,107.66,"$4,882",83,"$9,648",,,,,,,,,,,,#REF!
Kids Storage,Shelves,OK,11/11/2018,$84,$2,4,2.40%,$183,74.844,101.5,"$4,786",82,"$9,459",,,,,,,,,,,,#REF!
Kids Storage,Shelves,OK,11/4/2018,$180,$3,3,3.40%,$391,81.928,98.28,"$4,873",84,"$9,630",,,,,,,,,,,,#REF!
Kids Storage,Shelves,OK,10/28/2018,$316,$6,8,6.50%,$687,82.082,93.73,"$4,980",86,"$9,841",,,,,,,,,,,,#REF!
Kids Storage,Shelves,OK,10/21/2018,$94,$2,2,2.20%,$204,135.135,91.49,"$5,129",89,"$10,137",,,,,,,,,,,,#REF!
Kids Storage,Shelves,OK,10/14/2018,$382,$7,8,7.20%,$830,66.143,86.73,"$5,166",90,"$10,209",,,,,,,,,,,,#REF!
Kids Storage,Shelves,OK,10/7/2018,$717,$14,16,13.00%,"$1,559",70.455,78.33,"$5,388",94,"$10,648",,,,,,,,,,,,#REF!
Kids Storage,Boxes,Perfect,1/13/2019,"$1,298",$18,20,7.60%,"$2,884",121.121,146.86,"$18,875",219,"$38,131",,,,,,,,,,,,#REF!
Kids Storage,Boxes,Perfect,1/6/2019,"$2,082",$25,29,9.80%,"$4,627",88.55,138.46,"$19,787",230,"$39,973",,,,,,,,,,,,#REF!
Kids Storage,Boxes,Perfect,12/30/2018,"$1,407",$16,18,5.90%,"$3,127",122.43,134.47,"$22,292",257,"$45,033",,,,,,,,,,,,#REF!
Kids Storage,Boxes,Perfect,12/23/2018,"$1,038",$11,12,4.10%,"$2,307",112.651,134.75,"$22,338",258,"$45,127",,,,,,,,,,,,#REF!
Kids Storage,Boxes,Perfect,12/16/2018,$636,$9,11,3.40%,"$1,413",82.621,139.02,"$22,010",255,"$44,464",,,,,,,,,,,,#REF!
Kids Storage,Boxes,Perfect,12/9/2018,"$1,828",$24,21,8.50%,"$4,062",74.459,128.66,"$21,770",257,"$43,980",,,,,,,,,,,,#REF!
Kids Storage,Boxes,Perfect,12/2/2018,"$2,876",$31,31,10.10%,"$6,391",101.178,124.04,"$23,003",275,"$46,471",,,,,,,,,,,,#REF!
Kids Storage,Boxes,Perfect,11/25/2018,"$1,153",$12,18,4.00%,"$2,562",78.617,120.82,"$24,340",288,"$49,171",,,,,,,,,,,,#REF!
Kids Storage,Boxes,Perfect,11/18/2018,$552,$7,8,2.40%,"$1,227",123.277,125.44,"$24,263",288,"$49,016",,,,,,,,,,,,#REF!
Kids Storage,Boxes,Perfect,11/11/2018,$940,$11,12,3.70%,"$2,089",71.687,120.33,"$24,210",290,"$48,909",,,,,,,,,,,,#REF!
Kids Storage,Boxes,Perfect,11/4/2018,"$1,243",$15,15,4.90%,"$2,762",52.206,117.04,"$24,143",292,"$48,773",,,,,,,,,,,,#REF!
Kids Storage,Boxes,Perfect,10/28/2018,"$1,179",$13,15,4.20%,"$2,620",41.426,110.81,"$24,151",294,"$48,789",,,,,,,,,,,,#REF!
Kids Storage,Boxes,Perfect,10/21/2018,$757,$9,12,2.90%,"$1,682",47.586,108.78,"$24,644",297,"$49,787",,,,,,,,,,,,#REF!
Kids Storage,Boxes,Perfect,10/14/2018,"$1,725",$17,17,5.40%,"$3,833",63.448,107.45,"$24,365",296,"$49,222",,,,,,,,,,,,#REF!
Kids Storage,Boxes,Perfect,10/7/2018,"$1,641",$19,26,6.30%,"$3,647",68.53,105.98,"$23,583",285,"$47,642",,,,,,,,,,,,#REF!
Kids Storage,Boxes,Great,1/13/2019,"$1,882",$26,27,12.00%,"$4,182",148.61,125.16,"$15,337",190,"$30,984",,,,,,,,,,,,#REF!
Kids Storage,Boxes,Great,1/6/2019,"$3,290",$42,42,16.60%,"$7,311",64.834,111.79,"$16,885",211,"$34,111",,,,,,,,,,,,#REF!
Kids Storage,Boxes,Great,12/30/2018,"$1,633",$20,25,7.50%,"$3,629",57.519,103.11,"$20,070",247,"$40,544",,,,,,,,,,,,#REF!
Kids Storage,Boxes,Great,12/23/2018,"$1,142",$15,15,5.70%,"$2,538",77,103.95,"$20,115",247,"$40,636",,,,,,,,,,,,#REF!
Kids Storage,Boxes,Great,12/16/2018,$891,$11,11,4.70%,"$1,980",93.17,120.05,"$18,127",225,"$36,620",,,,,,,,,,,,#REF!
Kids Storage,Boxes,Great,12/9/2018,"$1,083",$15,18,6.40%,"$2,407",139.986,123.76,"$17,590",221,"$35,536",,,,,,,,,,,,#REF!
Kids Storage,Boxes,Great,12/2/2018,"$2,094",$29,28,11.20%,"$4,653",134.288,117.95,"$18,010",230,"$36,384",,,,,,,,,,,,#REF!
Kids Storage,Boxes,Great,11/25/2018,"$1,601",$21,22,7.60%,"$3,558",67.452,112.28,"$19,876",255,"$40,153",,,,,,,,,,,,#REF!
Kids Storage,Boxes,Great,11/18/2018,$943,$13,15,4.60%,"$2,096",116.809,110.67,"$21,056",271,"$42,538",,,,,,,,,,,,#REF!
Kids Storage,Boxes,Great,11/11/2018,"$1,562",$19,15,6.30%,"$3,471",118.426,106.96,"$21,959",282,"$44,362",,,,,,,,,,,,#REF!
Kids Storage,Boxes,Great,11/4/2018,"$1,533",$19,18,6.10%,"$3,407",37.73,99.05,"$22,748",292,"$45,956",,,,,,,,,,,,#REF!
Kids Storage,Boxes,Great,10/28/2018,$441,$6,14,2.00%,$980,76.846,96.95,"$23,486",301,"$47,447",,,,,,,,,,,,#REF!
Kids Storage,Boxes,Great,10/21/2018,$661,$11,15,3.50%,"$1,469",88.088,95.48,"$23,389",299,"$47,251",,,,,,,,,,,,#REF!
Kids Storage,Boxes,Great,10/14/2018,"$1,721",$20,19,6.20%,"$3,824",41.503,90.23,"$23,771",305,"$48,022",,,,,,,,,,,,#REF!
Kids Storage,Boxes,Great,10/7/2018,"$1,415",$18,22,5.60%,"$3,144",77.077,85.4,"$23,702",303,"$47,882",,,,,,,,,,,,#REF!
Kids Storage,Boxes,OK,1/13/2019,$185,$2,5,2.20%,$411,42.658,127.19,"$6,322",87,"$12,771",,,,,,,,,,,,#REF!
Kids Storage,Boxes,OK,1/6/2019,$893,$13,12,12.60%,"$1,984",60.907,110.81,"$6,615",90,"$13,364",,,,,,,,,,,,#REF!
Kids Storage,Boxes,OK,12/30/2018,$974,$12,11,10.70%,"$2,164",34.804,98.14,"$7,388",100,"$14,924",,,,,,,,,,,,#REF!
Kids Storage,Boxes,OK,12/23/2018,$490,$7,8,6.50%,"$1,089",85.47,100.59,"$7,438",100,"$15,027",,,,,,,,,,,,#REF!
Kids Storage,Boxes,OK,12/16/2018,$181,$2,3,2.10%,$402,129.976,115.22,"$6,892",94,"$13,922",,,,,,,,,,,,#REF!
Kids Storage,Boxes,OK,12/9/2018,$535,$8,8,8.20%,"$1,189",70.532,110.32,"$6,654",90,"$13,442",,,,,,,,,,,,#REF!
Kids Storage,Boxes,OK,12/2/2018,$614,$10,9,9.50%,"$1,364",164.549,112.84,"$6,996",95,"$14,133",,,,,,,,,,,,#REF!
Kids Storage,Boxes,OK,11/25/2018,$406,$6,7,5.60%,$902,77.77,110.46,"$7,341",102,"$14,831",,,,,,,,,,,,#REF!
Kids Storage,Boxes,OK,11/18/2018,$44,$1,2,0.90%,$98,90.706,108.78,"$7,626",106,"$15,407",,,,,,,,,,,,#REF!
Kids Storage,Boxes,OK,11/11/2018,$593,$9,9,7.80%,"$1,318",78.771,101.43,"$7,586",106,"$15,324",,,,,,,,,,,,#REF!
Kids Storage,Boxes,OK,11/4/2018,$670,$10,10,8.10%,"$1,489",75.46,95.69,"$8,016",113,"$16,193",,,,,,,,,,,,#REF!
Kids Storage,Boxes,OK,10/28/2018,$311,$2,5,1.60%,$691,76.076,91.84,"$8,613",122,"$17,400",,,,,,,,,,,,#REF!
Kids Storage,Boxes,OK,10/21/2018,$733,$9,9,6.90%,"$1,629",43.12,88.69,"$8,754",121,"$17,684",,,,,,,,,,,,#REF!
Kids Storage,Boxes,OK,10/14/2018,$472,$7,7,5.10%,"$1,049",21.252,82.39,"$9,543",131,"$19,278",,,,,,,,,,,,#REF!
Kids Storage,Boxes,OK,10/7/2018,$711,$9,10,6.30%,"$1,580",40.348,74.55,"$9,720",134,"$19,636",,,,,,,,,,,,#REF!
Kids Storage,Shelves,Perfect,1/13/2019,"$2,572",$44,45,13.80%,"$5,591",171.325,169.75,"$18,125",274,"$35,820",,,,,,,,,,,,#REF!
Kids Storage,Shelves,Perfect,1/6/2019,"$3,354",$58,58,15.70%,"$7,291",147.07,164.5,"$20,422",311,"$40,359",,,,,,,,,,,,#REF!
Kids Storage,Shelves,Perfect,12/30/2018,"$1,379",$23,27,5.90%,"$2,998",97.482,155.54,"$24,121",368,"$47,670",,,,,,,,,,,,#REF!
Kids Storage,Shelves,Perfect,12/23/2018,"$1,662",$28,29,6.80%,"$3,613",110.033,149.52,"$24,954",383,"$49,315",,,,,,,,,,,,#REF!
Kids Storage,Shelves,Perfect,12/16/2018,"$1,252",$21,24,5.10%,"$2,722",155.925,151.97,"$25,271",391,"$49,943",,,,,,,,,,,,#REF!
Kids Storage,Shelves,Perfect,12/9/2018,"$2,779",$46,43,10.40%,"$6,041",140.91,150.29,"$25,386",398,"$50,170",,,,,,,,,,,,#REF!
Kids Storage,Shelves,Perfect,12/2/2018,"$2,160",$38,40,8.10%,"$4,696",127.897,146.02,"$27,429",434,"$54,207",,,,,,,,,,,,#REF!
Kids Storage,Shelves,Perfect,11/25/2018,"$2,446",$37,38,7.50%,"$5,317",127.743,141.47,"$28,532",456,"$56,387",,,,,,,,,,,,#REF!
Kids Storage,Shelves,Perfect,11/18/2018,"$2,031",$30,28,5.90%,"$4,415",88.396,140.63,"$29,997",480,"$59,283",,,,,,,,,,,,#REF!
Kids Storage,Shelves,Perfect,11/11/2018,"$1,821",$29,33,5.50%,"$3,959",97.174,134.82,"$30,934",496,"$61,135",,,,,,,,,,,,#REF!
Kids Storage,Shelves,Perfect,11/4/2018,"$1,610",$25,28,4.70%,"$3,500",91.784,131.53,"$31,292",506,"$61,841",,,,,,,,,,,,#REF!
Kids Storage,Shelves,Perfect,10/28/2018,"$1,464",$22,25,4.10%,"$3,183",61.446,127.68,"$31,976",519,"$63,193",,,,,,,,,,,,#REF!
Kids Storage,Shelves,Perfect,10/21/2018,"$1,948",$31,30,5.60%,"$4,235",76.692,123.69,"$32,282",524,"$63,798",,,,,,,,,,,,#REF!
Kids Storage,Shelves,Perfect,10/14/2018,"$1,950",$30,29,5.30%,"$4,239",82.852,123.9,"$32,513",531,"$64,254",,,,,,,,,,,,#REF!
Kids Storage,Shelves,Perfect,10/7/2018,"$2,680",$42,44,7.30%,"$5,826",70.532,119.63,"$32,427",531,"$64,085",,,,,,,,,,,,#REF!
Kids Storage,Shelves,Great,1/13/2019,"$1,966",$36,41,14.30%,"$4,274",167.86,151.69,"$13,050",216,"$25,791",,,,,,,,,,,,#REF!
Kids Storage,Shelves,Great,1/6/2019,"$2,332",$45,47,15.50%,"$5,070",128.821,144.41,"$14,741",245,"$29,133",,,,,,,,,,,,#REF!
Kids Storage,Shelves,Great,12/30/2018,"$1,759",$31,39,9.60%,"$3,824",56.518,130.9,"$17,513",293,"$34,611",,,,,,,,,,,,#REF!
Kids Storage,Shelves,Great,12/23/2018,"$1,969",$34,36,10.30%,"$4,280",79.772,128.59,"$17,637",296,"$34,857",,,,,,,,,,,,#REF!
Kids Storage,Shelves,Great,12/16/2018,"$1,334",$24,25,7.60%,"$2,900",127.435,146.16,"$17,200",291,"$33,991",,,,,,,,,,,,#REF!
Kids Storage,Shelves,Great,12/9/2018,"$1,172",$22,22,7.10%,"$2,548",165.473,148.33,"$16,672",288,"$32,948",,,,,,,,,,,,#REF!
Kids Storage,Shelves,Great,12/2/2018,"$2,402",$41,41,11.80%,"$5,222",106.183,142.24,"$17,612",307,"$34,807",,,,,,,,,,,,#REF!
Kids Storage,Shelves,Great,11/25/2018,"$1,666",$28,30,7.60%,"$3,622",128.513,140.42,"$19,487",341,"$38,511",,,,,,,,,,,,#REF!
Kids Storage,Shelves,Great,11/18/2018,$863,$14,12,3.70%,"$1,876",114.191,134.89,"$20,855",366,"$41,215",,,,,,,,,,,,#REF!
Kids Storage,Shelves,Great,11/11/2018,"$1,184",$20,20,5.10%,"$2,574",99.638,128.94,"$21,303",373,"$42,100",,,,,,,,,,,,#REF!
Kids Storage,Shelves,Great,11/4/2018,"$2,273",$38,40,9.10%,"$4,941",74.074,121.59,"$21,776",381,"$43,035",,,,,,,,,,,,#REF!
Kids Storage,Shelves,Great,10/28/2018,$839,$14,19,3.30%,"$1,824",79.387,121.73,"$23,035",405,"$45,524",,,,,,,,,,,,#REF!
Kids Storage,Shelves,Great,10/21/2018,"$1,186",$21,21,4.90%,"$2,578",81.851,118.3,"$23,161",405,"$45,772",,,,,,,,,,,,#REF!
Kids Storage,Shelves,Great,10/14/2018,$726,$12,17,2.70%,"$1,578",74.305,112.42,"$24,230",425,"$47,885",,,,,,,,,,,,#REF!
Kids Storage,Shelves,Great,10/7/2018,"$1,500",$24,27,5.40%,"$3,261",69.146,105.63,"$23,972",421,"$47,376",,,,,,,,,,,,#REF!
Kids Storage,Shelves,OK,1/13/2019,$449,$10,11,13.70%,$976,126.819,128.17,"$3,497",63,"$6,911",,,,,,,,,,,,#REF!
Kids Storage,Shelves,OK,1/6/2019,$550,$10,12,12.20%,"$1,196",77.847,116.13,"$3,931",72,"$7,770",,,,,,,,,,,,#REF!
Kids Storage,Shelves,OK,12/30/2018,$428,$9,10,9.90%,$930,73.073,109.76,"$4,562",82,"$9,015",,,,,,,,,,,,#REF!
Kids Storage,Shelves,OK,12/23/2018,$165,$5,9,5.60%,$359,62.909,104.93,"$4,695",85,"$9,278",,,,,,,,,,,,#REF!
Kids Storage,Shelves,OK,12/16/2018,$135,$3,4,3.60%,$293,144.991,118.58,"$4,333",81,"$8,563",,,,,,,,,,,,#REF!
Kids Storage,Shelves,OK,12/9/2018,$539,$11,11,13.40%,"$1,172",125.818,122.5,"$3,735",71,"$7,380",,,,,,,,,,,,#REF!
